option_type,strike,expiry,mid,T,implied_vol,yf_implied_vol,volume
put,310.0,2027-06-17,2.0999999999999996,1.0904109589041096,0.44786490277592644,0.43005941040039064,10
put,310.0,2028-06-16,5.765000000000001,2.0904109589041098,0.4037778896896331,0.3756165954589844,7
put,315.0,2027-06-17,2.185,1.0904109589041096,0.4435407738551342,0.42578699218750005,1
put,315.0,2028-06-16,5.99,2.0904109589041098,0.4008230984832826,0.3725343508911133,7
put,320.0,2027-06-17,2.2699999999999996,1.0904109589041096,0.4391833897505393,0.4211483666992188,1
put,320.0,2028-06-16,4.99,2.0904109589041098,0.38012221749265784,0.3524539852905273,1
put,325.0,2027-06-17,2.365,1.0904109589041096,0.43510983498802963,0.41712008666992184,15
put,325.0,2028-06-16,4.585,2.0904109589041098,0.36804013173631783,0.34073535247802733,10
put,330.0,2027-06-17,2.45,1.0904109589041096,0.4306899702202785,0.4124814611816406,5
put,330.0,2028-06-16,4.755,2.0904109589041098,0.36504187117498516,0.33756155609130856,10
put,335.0,2027-06-17,2.92,1.0904109589041096,0.43696891184864606,0.4184628466796875,10
put,340.0,2027-06-17,2.645,1.0904109589041096,0.4224984029831922,0.40418076293945315,3
put,340.0,2028-06-16,5.105,2.0904109589041098,0.3590931400772187,0.33125973922729496,2
put,345.0,2027-06-17,2.74,1.0904109589041096,0.418280744988914,0.3997252410888672,150
put,345.0,2028-06-16,7.52,2.0904109589041098,0.38437919782837165,0.3548495912170409,1
put,350.0,2027-06-17,2.84,1.0904109589041096,0.41416750745238906,0.39551385742187506,110
put,350.0,2028-06-16,5.47,2.0904109589041098,0.3532261730691196,0.32511050872802727,10
put,355.0,2027-06-17,2.955,1.0904109589041096,0.41040106021408657,0.3917602328491211,243
put,355.0,2028-06-16,5.65,2.0904109589041098,0.3502138143123871,0.3219061950683593,4
put,360.0,2026-08-21,0.405,0.2684931506849315,0.5854599859977547,0.5754436987304687,14
put,360.0,2027-06-17,3.0549999999999997,1.0904109589041096,0.40621920518829313,0.3874572973632812,1
put,360.0,2028-06-16,5.86,2.0904109589041098,0.3475579860288697,0.319068088684082,1
put,365.0,2026-08-21,0.425,0.2684931506849315,0.5786247025363727,0.5686078295898438,12
put,365.0,2027-06-17,3.17,1.0904109589041096,0.4023671997003872,0.3833679827880859,189
put,365.0,2028-06-16,6.06,2.0904109589041098,0.3447352707798313,0.31604687866210934,10
put,370.0,2026-08-21,0.445,0.2684931506849315,0.5717134163756098,0.561527822265625,11
put,370.0,2027-06-17,3.275,1.0904109589041096,0.39824686235483486,0.3792786682128906,4
put,370.0,2028-06-16,6.27,2.0904109589041098,0.3419991395121201,0.3131172204589844,3
put,375.0,2026-08-21,0.46,0.2684931506849315,0.5639778836208273,0.5539595385742189,2
put,375.0,2027-06-17,3.395,1.0904109589041096,0.39443344055945967,0.37534194000244137,30
put,375.0,2028-06-16,6.495,2.0904109589041098,0.3394000261511662,0.31037066589355466,7
put,380.0,2026-08-21,0.485,0.2684931506849315,0.5577074342706276,0.5476119458007813,1
put,380.0,2027-06-17,3.5149999999999997,1.0904109589041096,0.3905792774462735,0.3713746945190429,1
put,380.0,2028-06-16,6.705,2.0904109589041098,0.3365897010618646,0.3073799731445312,1
put,385.0,2026-08-21,0.505,0.2684931506849315,0.550631507138614,0.5405319384765627,2
put,385.0,2027-06-17,3.635,1.0904109589041096,0.3866889964610314,0.36737693176269537,1
put,385.0,2028-06-16,10.03,2.0904109589041098,0.36460712308620885,0.062509375,1
put,390.0,2026-08-21,0.525,0.2684931506849315,0.5435169716311847,0.5334519311523438,34
put,390.0,2027-06-17,3.7649999999999997,1.0904109589041096,0.3829647856267016,0.3635317553710938,2
put,390.0,2028-06-16,10.16,2.0904109589041098,0.3602747238616883,0.062509375,2
put,395.0,2026-08-21,0.545,0.2684931506849315,0.5363710808866152,0.526371923828125,121
put,395.0,2027-06-17,3.895,1.0904109589041096,0.3791992747923518,0.35962554443359374,2
